disorder1	disorder2	ngenes1	ngenes2	class1	class2	ncommon_genes 
EBD, Bart type	Epidermolysis bullosa dystrophica, AR	1	1	Dermatological	Dermatological	1
EBD, Bart type	Epidermolysis bullosa, pretibial	1	1	Dermatological	Dermatological	1
EBD, Bart type	Epidermolysis bullosa pruriginosa	1	1	Dermatological	Dermatological	1
EBD, Bart type	Toenail dystrophy, isolated	1	1	Dermatological	Dermatological	1
EBD, Bart type	Transient bullous of the newborn	1	1	Dermatological	Dermatological	1
EBD, localisata variant	EBD, Bart type	1	1	Dermatological	Dermatological	1
EBD, localisata variant	Epidermolysis bullosa dystrophica, AD	1	1	Dermatological	Dermatological	1
EBD, localisata variant	Epidermolysis bullosa dystrophica, AR	1	1	Dermatological	Dermatological	1
EBD, localisata variant	Epidermolysis bullosa, pretibial	1	1	Dermatological	Dermatological	1
EBD, localisata variant	Epidermolysis bullosa pruriginosa	1	1	Dermatological	Dermatological	1
EBD, localisata variant	Toenail dystrophy, isolated	1	1	Dermatological	Dermatological	1
EBD, localisata variant	Transient bullous of the newborn	1	1	Dermatological	Dermatological	1
Ectodermal dysplasia-1, anhidrotic	Deafness, autosomal dominant 3	3	5	Dermatological	Ear,Nose,Throat	1
Ectodermal dysplasia-1, anhidrotic	Deafness, nonsyndromic neurosensory, digenic	3	5	Dermatological	Ear,Nose,Throat	1
Ectodermal dysplasia-1, anhidrotic	Ectodermal dysplasia 2, hidrotic	3	5	Dermatological	Dermatological	1
Ectodermal dysplasia 2, hidrotic	Bart-Pumphrey syndrome	5	7	Dermatological	multiple	1
Ectodermal dysplasia 2, hidrotic	Deafness, autosomal dominant 3	5	7	Dermatological	Ear,Nose,Throat	1
Ectodermal dysplasia 2, hidrotic	Deafness, autosomal dominant 3	5	5	Dermatological	Ear,Nose,Throat	5
Ectodermal dysplasia 2, hidrotic	Deafness, autosomal recessive 1	5	7	Dermatological	Ear,Nose,Throat	1
Ectodermal dysplasia 2, hidrotic	Deafness, nonsyndromic neurosensory, digenic	5	5	Dermatological	Ear,Nose,Throat	5
Ectodermal dysplasia 2, hidrotic	Ectodermal dysplasia-1, anhidrotic	5	3	Dermatological	Dermatological	1
Ectodermal dysplasia 2, hidrotic	Hystrix-like ichthyosis with deafness	5	7	Dermatological	multiple	1
Ectodermal dysplasia 2, hidrotic	Keratitis-ichthyosis-deafness syndrome	5	7	Dermatological	multiple	1
Ectodermal dysplasia 2, hidrotic	Keratoderma, palmoplantar, with deafness	5	7	Dermatological	Dermatological	1
Ectodermal dysplasia 2, hidrotic	Vohwinkel syndrome	5	7	Dermatological	multiple	1
Ectodermal dysplasia, anhidrotic, lymphedema and immunodeficiency	Ectodermal dysplasia, hypohidrotic, with immune deficiency	4	4	Dermatological	Dermatological	4
Ectodermal dysplasia, anhidrotic, lymphedema and immunodeficiency	Incontinentia pigmenti, type II	4	4	Dermatological	Dermatological	4
Ectodermal dysplasia, hypohidrotic, autosomal dominant	Ectodermal dysplasia, hypohidrotic, autosomal recessive	4	4	Dermatological	Dermatological	4
Ectodermal dysplasia, hypohidrotic, autosomal recessive	Ectodermal dysplasia, hypohidrotic, autosomal dominant	4	4	Dermatological	Dermatological	4
Ectodermal dysplasia, hypohidrotic, with immune deficiency	Ectodermal dysplasia, anhidrotic, lymphedema and immunodeficiency	4	4	Dermatological	Dermatological	4
Ectodermal dysplasia, hypohidrotic, with immune deficiency	Incontinentia pigmenti, type II	4	4	Dermatological	Dermatological	4
Ectodermal dysplasia, Margarita Island type	Cleft lip/palate ectodermal dysplasia syndrome	4	4	Dermatological	Developmental	4
Ectodermal dysplasia, Margarita Island type	Zlotogora-Ogur syndrome	4	4	Dermatological	multiple	4
Ectopia lentis, familial	Aortic aneurysm, ascending, and dissection	3	3	Ophthamological	Cardiovascular	3
Ectopia lentis, familial	Marfan syndrome	3	3	Ophthamological	Connective tissue	3
Ectopia lentis, familial	MASS syndrome	3	3	Ophthamological	Connective tissue	3
Ectopia lentis, familial	Shprintzen-Goldberg syndrome	3	3	Ophthamological	multiple	3
Ectopia lentis, familial	Weill-Marchesani syndrome, dominant	3	3	Ophthamological	Connective tissue	3
Ectopia lentis, familial	Weill-Marchesani syndrome, recessive	3	2	Ophthamological	Connective tissue	1
Ectopia pupillae	Aniridia, type II	3	3	Ophthamological	Ophthamological	3
Ectopia pupillae	Cataract, congenital, with late-onset corneal dystrophy	3	3	Ophthamological	Ophthamological	3
Ectopia pupillae	Coloboma, ocular	3	3	Ophthamological	Ophthamological	3
Ectopia pupillae	Eye anomalies, multiplex	3	3	Ophthamological	Ophthamological	3
Ectopia pupillae	Foveal hypoplasia, isolated	3	3	Ophthamological	Ophthamological	3
Ectopia pupillae	Keratitis	3	3	Ophthamological	Ophthamological	3
Ectopia pupillae	Morning glory disc anomaly	3	3	Ophthamological	Skeletal	3
Ectopia pupillae	Optic nerve hypoplasia/aplasia	3	3	Ophthamological	Ophthamological	3
Ectopia pupillae	Peters anomaly	3	3	Ophthamological	Developmental	3
Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	ADULT syndrome	7	7	Skeletal	multiple	7
Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	Hay-Wells syndrome	7	7	Skeletal	multiple	7
Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	Limb-mammary syndrome	7	7	Skeletal	multiple	7
Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	Rapp-Hodgkin syndrome	7	7	Skeletal	multiple	7
Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	Split-hand/foot malformation, type 4	7	7	Skeletal	Skeletal	7
Ehlers-Danlos due to tenascin X deficiency	Ehlers-Danlos syndrome, hypermobility type	5	5	Connective tissue	Connective tissue	5
Ehlers-Danlos syndrome, hypermobility type	Ehlers-Danlos due to tenascin X deficiency	5	5	Connective tissue	Connective tissue	5
Ehlers-Danlos syndrome, type I	Caffey disease	1	1	Connective tissue	Connective tissue	1
Ehlers-Danlos syndrome, type I	Dissection of cervical arteries	1	1	Connective tissue	Connective tissue	1
Ehlers-Danlos syndrome, type I	Ehlers-Danlos syndrome, type VII	1	1	Connective tissue	Connective tissue	1
Ehlers-Danlos syndrome, type I	Osteogenesis imperfecta, type I	1	1	Connective tissue	Bone	1
Ehlers-Danlos syndrome, type I	Osteogenesis imperfecta, type II	1	1	Connective tissue	Bone	1
Ehlers-Danlos syndrome, type I	Osteogenesis imperfecta, type III	1	1	Connective tissue	Bone	1
Ehlers-Danlos syndrome, type I	Osteogenesis imperfecta, type IV	1	1	Connective tissue	Bone	1
Ehlers-Danlos syndrome, type I	Osteoporosis	1	1	Connective tissue	Bone	1
Ehlers-Danlos syndrome, type I	Ehlers-Danlos syndrome, type II	1	1	Connective tissue	Connective tissue	1
Ehlers-Danlos syndrome, type II	Ehlers-Danlos syndrome, type I	1	1	Connective tissue	Connective tissue	1
Ehlers-Danlos syndrome, type III	Aneurysm, familial arterial	1	1	Connective tissue	Unclassified	1
Ehlers-Danlos syndrome, type III	Ehlers-Danlos syndrome, type IV	1	1	Connective tissue	Connective tissue	1
Ehlers-Danlos syndrome, type IV	Aneurysm, familial arterial	1	1	Connective tissue	Unclassified	1
Ehlers-Danlos syndrome, type IV	Ehlers-Danlos syndrome, type III	1	1	Connective tissue	Connective tissue	1
Ehlers-Danlos syndrome, type VI	Nevo syndrome	2	2	Connective tissue	Connective tissue	2
Ehlers-Danlos syndrome, type VII	Caffey disease	1	1	Connective tissue	Connective tissue	1
Ehlers-Danlos syndrome, type VII	Dissection of cervical arteries	1	1	Connective tissue	Connective tissue	1
Ehlers-Danlos syndrome, type VII	Ehlers-Danlos syndrome, type I	1	1	Connective tissue	Connective tissue	1
Ehlers-Danlos syndrome, type VII	Osteogenesis imperfecta, type I	1	1	Connective tissue	Bone	1
Ehlers-Danlos syndrome, type VII	Osteogenesis imperfecta, type II	1	1	Connective tissue	Bone	1
Ehlers-Danlos syndrome, type VII	Osteogenesis imperfecta, type III	1	1	Connective tissue	Bone	1
Ehlers-Danlos syndrome, type VII	Osteogenesis imperfecta, type IV	1	1	Connective tissue	Bone	1
Ehlers-Danlos syndrome, type VII	Osteoporosis	1	1	Connective tissue	Bone	1
Ehlers-Danlos syndrome, type VIIA2	Marfan syndrome, atypical	1	1	Connective tissue	Connective tissue	1
Ehlers-Danlos syndrome, type VIIA2	Osteogenesis imperfecta, 3 clinical forms	1	1	Connective tissue	Bone	1
Ehlers-Danlos syndrome, type VIIA2	Osteoporosis, idiopathic	1	1	Connective tissue	Bone	1
Elite sprint athletic performance	Alpha-actinin-3 deficiency	1	1	Muscular	Muscular	1
Elliptocytosis-2	Pyropoikilocytosis	1	1	Hematological	Hematological	1
Elliptocytosis-2	Spherocytosis, recessive	1	1	Hematological	Hematological	1
Elliptocytosis-3	Anemia, neonatal hemolytic, fatal and near-fatal	1	1	Hematological	Hematological	1
Elliptocytosis-3	Spherocytosis-1	1	1	Hematological	Hematological	1
Elliptocytosis, Malaysian-Melanesian type	Blood group, Diego	3	3	Hematological	Hematological	3
Elliptocytosis, Malaysian-Melanesian type	Blood group, Waldner	3	3	Hematological	Hematological	3
Elliptocytosis, Malaysian-Melanesian type	Blood group, Wright	3	3	Hematological	Hematological	3
Elliptocytosis, Malaysian-Melanesian type	Hemolytic anemia due to band 3 defect defect	3	3	Hematological	Hematological	3
Elliptocytosis, Malaysian-Melanesian type	Renal tubular acidosis, distal	3	3	Hematological	Renal	3
Elliptocytosis, Malaysian-Melanesian type	Spherocytosis, hereditary	3	3	Hematological	Hematological	3
Ellis-van Creveld syndrome	Weyers acrodental dysostosis	1	1	Skeletal	Skeletal	1
Emery-Dreifuss muscular dystrophy, AD	Cardiomyopathy, dilated, 1A	7	7	Muscular	Cardiovascular	7
Emery-Dreifuss muscular dystrophy, AD	Emery-Dreifuss muscular dystrophy, AR	7	7	Muscular	Muscular	7
Emery-Dreifuss muscular dystrophy, AD	Lipodystrophy, familial partial	7	7	Muscular	Metabolic	7
Emery-Dreifuss muscular dystrophy, AR	Cardiomyopathy, dilated, 1A	7	7	Muscular	Cardiovascular	7
Emery-Dreifuss muscular dystrophy, AR	Emery-Dreifuss muscular dystrophy, AD	7	7	Muscular	Muscular	7
Emery-Dreifuss muscular dystrophy, AR	Lipodystrophy, familial partial	7	7	Muscular	Metabolic	7
Emphysema	Emphysema-cirrhosis	2	2	Respiratory	Respiratory	2
Emphysema	Hemorrhagic diathesis due to \`antithrombin\' Pittsburgh	2	2	Respiratory	Hematological	2
Emphysema-cirrhosis	Emphysema	2	2	Respiratory	Respiratory	2
Emphysema-cirrhosis	Hemorrhagic diathesis due to \`antithrombin\' Pittsburgh	2	2	Respiratory	Hematological	2
Enchondromatosis, Ollier type	Metaphyseal chondrodysplasia, Murk Jansen type	2	2	Cancer	Connective tissue	2
Endometrial carcinoma	Breast cancer, lobular	2	2	Cancer	Cancer	2
Endometrial carcinoma	Gastric cancer, familial diffuse	2	2	Cancer	Cancer	2
Endometrial carcinoma	Listeria monocytogenes, susceptibility to	2	2	Cancer	Immunological	2
Endometrial carcinoma	Ovarian carcinoma	2	2	Cancer	Cancer	2
Endometrial carcinoma	Cancer susceptibility	3	3	Cancer	Cancer	3
Endometrial carcinoma	Colorectal cancer, hereditary nonpolyposis, type 5	3	3	Cancer	Cancer	3
Endometrial carcinoma	Ovarian cancer, endometrial type	3	3	Cancer	Cancer	3
Endometrial carcinoma	Bannayan-Riley-Ruvalcaba syndrome	2	2	Cancer	Unclassified	2
Endometrial carcinoma	Bannayan-Zonana syndrome	2	2	Cancer	Unclassified	2
Endometrial carcinoma	Cowden disease	2	2	Cancer	Cancer	2
Endometrial carcinoma	Lhermitte-Duclos syndrome	2	2	Cancer	Cancer	2
Endometrial carcinoma	Meningioma	2	2	Cancer	Cancer	2
Endometrial carcinoma	Oligodendroglioma	2	2	Cancer	Cancer	2
Endometrial carcinoma	Prostate cancer	2	2	Cancer	Cancer	2
Endometrial carcinoma	Thyroid carcinoma, follicular	2	2	Cancer	Cancer	2
Endometrial carcinoma	VATER association with hydrocephalus	2	2	Cancer	multiple	2
Enhanced S-cone syndrome	Retinitis pigmentosa, late onset	3	3	Ophthamological	Ophthamological	3
Enlarged vestibular aqueduct	Deafness, autosomal recessive 4	3	3	Ear,Nose,Throat	Ear,Nose,Throat	3
Enlarged vestibular aqueduct	Pendred syndrome	3	3	Ear,Nose,Throat	Ear,Nose,Throat	3
Epidermolysis bullosa dystrophica, AD	EBD, Bart type	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AD	EBD, localisata variant	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AD	Epidermolysis bullosa dystrophica, AR	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AD	Epidermolysis bullosa, pretibial	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AD	Epidermolysis bullosa pruriginosa	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AD	Toenail dystrophy, isolated	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AD	Transient bullous of the newborn	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AR	EBD, Bart type	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AR	EBD, localisata variant	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AR	Epidermolysis bullosa dystrophica, AD	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AR	Epidermolysis bullosa, pretibial	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AR	Epidermolysis bullosa pruriginosa	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AR	Toenail dystrophy, isolated	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa dystrophica, AR	Transient bullous of the newborn	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, generalized atrophic benign	Epidermolysis bullosa, junctional, with pyloric atresia	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, generalized atrophic benign	Epidermolysis bullosa of hands and feet	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, generalized atrophic benign	Epidermolysis bullosa, junctional, Herlitz type	2	2	Dermatological	Dermatological	2
Epidermolysis bullosa, generalized atrophic benign	Laryngoonychocutaneous syndrome	2	2	Dermatological	multiple	2
Epidermolysis bullosa, generalized atrophic benign	Epidermolysis bullosa, Herlitz junctional type	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, generalized atrophic benign	Epidermolysis bullosa, Herlitz junctional type	3	3	Dermatological	Dermatological	3
Epidermolysis bullosa, Herlitz junctional type	Epidermolysis bullosa, generalized atrophic benign	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, Herlitz junctional type	Epidermolysis bullosa, generalized atrophic benign	3	3	Dermatological	Dermatological	3
Epidermolysis bullosa, junctional, Herlitz type	Epidermolysis bullosa, generalized atrophic benign	2	2	Dermatological	Dermatological	2
Epidermolysis bullosa, junctional, Herlitz type	Laryngoonychocutaneous syndrome	2	2	Dermatological	multiple	2
Epidermolysis bullosa, junctional, with pyloric atresia	Epidermolysis bullosa, generalized atrophic benign	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, junctional, with pyloric atresia	Epidermolysis bullosa of hands and feet	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, lethal acantholytic	Arrhythmogenic right ventricular dysplasia 8	3	3	Dermatological	Cardiovascular	3
Epidermolysis bullosa, lethal acantholytic	Dilated cardiomyopathy with woolly hair and keratoderma	3	3	Dermatological	multiple	3
Epidermolysis bullosa, lethal acantholytic	Keratosis palmoplantaris striata II	3	3	Dermatological	Dermatological	3
Epidermolysis bullosa, lethal acantholytic	Skin fragility-woolly hair syndrome	3	3	Dermatological	Dermatological	3
Epidermolysis bullosa of hands and feet	Epidermolysis bullosa, generalized atrophic benign	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa of hands and feet	Epidermolysis bullosa, junctional, with pyloric atresia	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, pretibial	EBD, Bart type	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, pretibial	EBD, localisata variant	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, pretibial	Epidermolysis bullosa dystrophica, AD	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, pretibial	Epidermolysis bullosa dystrophica, AR	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, pretibial	Epidermolysis bullosa pruriginosa	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, pretibial	Toenail dystrophy, isolated	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa, pretibial	Transient bullous of the newborn	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa pruriginosa	EBD, Bart type	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa pruriginosa	EBD, localisata variant	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa pruriginosa	Epidermolysis bullosa dystrophica, AD	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa pruriginosa	Epidermolysis bullosa dystrophica, AR	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa pruriginosa	Epidermolysis bullosa, pretibial	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa pruriginosa	Toenail dystrophy, isolated	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa pruriginosa	Transient bullous of the newborn	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa simplex, Koebner, Dowling-Meara, and Weber-Cockayne types	Epidermolysis bullosa simplex, recessive	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa simplex, Koebner, Dowling-Meara, and Weber-Cockayne types	Epidermolysis bullosa simplex with mottled pigmentation	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa simplex, Ogna type	Muscular dystrophy with epidermolysis bullosa simplex	3	3	Dermatological	Muscular	3
Epidermolysis bullosa simplex, recessive	Epidermolysis bullosa simplex, Koebner, Dowling-Meara, and Weber-Cockayne types	1	1	Dermatological	Dermatological	1
Epidermolysis bullosa simplex with mottled pigmentation	Epidermolysis bullosa simplex, Koebner, Dowling-Meara, and Weber-Cockayne types	1	1	Dermatological	Dermatological	1
Epidermolytic hyperkeratosis	Ichthyosis, cyclic, with epidermolytic hyperkeratosis	1	1	Dermatological	Dermatological	1
Epidermolytic hyperkeratosis	Nevus, epidermal, epidermolytic hyperkeratotic type	1	1	Dermatological	Dermatological	1
Epidermolytic hyperkeratosis	Cyclic ichthyosis with epidermolytic hyperkeratosis	1	1	Dermatological	Dermatological	1
